model,precision,recall,f1_score,roc_auc,pr_auc,training_time_seconds,prediction_time_seconds,n_estimators,max_depth,learning_rate,num_leaves,scale_pos_weight,feature_count,decision_threshold,threshold_selection
LightGBM,0.20554066130473636,0.2784503631961259,0.2365038560411311,0.7492256394154833,0.17194266833610716,1.7171992999501526,0.108028499991633,300,6,0.05,31,1.0,14,0.7100000000000002,validation_F1
