model,precision,recall,f1_score,roc_auc,pr_auc,training_time_seconds,prediction_time_seconds,n_estimators,max_depth,learning_rate,scale_pos_weight,feature_count,decision_threshold,threshold_selection
XGBoost,0.18581907090464547,0.36803874092009686,0.2469536961819659,0.7459320872272015,0.17253087214586013,4.411195099935867,0.04582290002144873,300,6,0.05,1.0,14,0.6400000000000001,validation_F1
