model,precision,recall,f1_score,roc_auc,training_time_seconds,prediction_time_seconds,epochs,batch_size,gru_units
GRU,0.11893095768374165,0.32324455205811137,0.17388472810159558,0.5960043130500856,154.43288210011087,1.41674450004939,3,64,32
